,text,label
897,"hi - i'm sorry, i'm struggling to get my references to show.  i used to do this simply by clicking on teh references icon above and putting the content between the formating, and now its not working.  i am very confused.  cimicifugia",0
898,"""

Category:Connecticut articles missing geocoordinate data
  The Working  Barnstar For putting geocoordinates on hundreds of WikiProject Connecticut articles, I am happy to present Pi.1415926535 with this award! Thanks for all your hard work!    
I also invite you to join the WikiProject Connecticut, if you like! Best,   """,0
899,"Looks good!  I'm just afraid of making the article too bloated.  Also, was thinking if we pull this off for the dance chart, the same type of thing should/could be done for the main Hot 100 chart. -",0
900,How dare you call my edits nonsense.  I'll see you pay for that...,0
901,"André the Giant 

Boyfriend, that guy is 7 feet tall so change it quickly!!!",1
902,"Yeah its me 

You're telling me not to write offensive stuff, but you'be gotten blocked yourself? ROFL, hypocrite practice what you preach!",1
903,"Hey, what i DID WAS A MISTAKE, MY COMPUTER IS GLITCHING OUT AND U WIKI NERDS R LIEK FREEKING OUT. SO YEAH",1
904,Support Oddjob is maybe the most famous henchman in James Bond. He has countless appearances in James Bond media like video games.,0
905,for your viewing pleasure: http://en.wikipedia.org/wiki/Talk:Natalie_Zea#allegations_about_her_cat 86.43.216.73,0
906,-Go suck a dick blngyen.,1
907,The DoS was my entire Internet connection shutting down momentarily just after posting. You're an asshole. Ban me. You're still an asshole. You know I'm right. But you'll fight tooth and nail for your own opinion despite a third party source that indicates the validity of the source material. May all your edits be attacked by people as resolutely brick-headed as you. 71.102.18.173,1
908,"About Chris C. 

He ate A LOT of peanuts. He also smelled like gym socks. He can do the chicken dance better than a chiken.",1
909,how do u like this u fucking dickass william,1
910,"Shut up, you button!",1
911,{{caution|Jimbo Wales and Wikipedia staff are well known pedophiles,1
912,"fuck you bizitch 

Yo fuck u fuck u",1
913,"""

 """"101 People"""" book 

I'm glad that your Google search found some stuff about 101 People Who Are Really Screwing America and that you've deprodded it. I'm not going to take it to AfD; I view it as a stub to be improved. Could you please add some evidence of notability to the article? Thanks, CWC """,0
914,"Idiot 

Your revert of my edits to 'Whistleblower' shows that you did not look at them at all. I in fact removed nonsense that was to be removed anyway by another user several days later. Do not presume that I am a vandal!  Jun 9, 2006",1
915,"""

 Wow your a dick 

Hey there apparantly you deleted my page on Wikipedia. First of all let me say that you are A FUCKING DICK reading your comments it would seem you do this a lot. And I have to ask you what the fuck is your problem? I should be allowed to post stuff on wikipedia along with the many other users whose articles you've deleted. I don't care if you don't think they have """"meaningful content"""" and although mine wasn't all that meaningful your contributions to this site aren't either. In fact you aren't in my opinion contributing anything. So stop deleting peoples work, get off the computer, and get a life because if you can find my article in a few second after I created it you obviously have none. I hate to be so harsh but its wrong to do that.""",1
916,This user is a twat cunt who likes big willies in his body. He also likes being Gay and likes sucking willies and putting tongues up young boys arseholes. He enjoys eating shit and wank while washing it down with his own piss.,1
917,"""
No point in concealing the fact that oil and gas exports and petroleum price play important role in the Russian economy. However there is no point in highlighting this fact too much since it borders with spreading the myth that Russian economy is only oil and gas and nothing or almost nothing else.
Few facts:
Significant growth of oil prices started only in 2004-2005, but the Russian economy started growth (and rather large growth) well in 1999-2000. 
Russian economy is not only export. The recovery of oil and gas and other minerals was only 9% of GDP in 2011  and only 6.8% was oil and gas  (with figures not much larger in the previous years). The share of oil and gas in GDP gradually falls.
Unprocessed oil and gas takes only 45% of Russian exports. More of the rest are oil-based products and fuels, but this is considered manufacturing . So the phrase in one of the last edits about the """"oil and gas, which is the majority of Russian exports"""" is oversimplified, and certainly not correct if we speak about raw materials vs manufacturing.
Federal budget grew much faster in the last decade than oil prices . And it is not clear whether """"a five-fold increase in price of oil and gas"""" is correct description - it was four-fold increase in 2000-2011, but seven times increase in 1999-2011.
In 2008 only 23% of federal budget revenues came from exports oil and gas (customs tariffs), and 18% from taxes on petroleum and mining companies . However, when we speak about the consolidated budget (federal budget + regional budgets) the similar figures for oil and gas would be just 14% and 10% .
All this means the following:
The economic growth in the early 2000s was not very much dependent on oil and gas prices. So it is incorrect to ascribe early economic growth under Putin to petroleum prices.  
Overall, the dependence (whatever its scale) of the Russian economy on oil and gas is not Putin's invention, and the share of this sector in the Russian GDP actually is falling.
However, oil and gas money constituted a very large share of the federal (but not so consolidated) budget in the Putin era. This means that it is more correct to speak that it is not the Russian economy on the whole, but the federal budget which is dependent on oil and gas.
And a qualitative addition to the figures: Russia is a northern cold country and Russia is industrial country, which means that it needs lots of fuel for itself, but it is also a (very) resource-rich country, so no wonder that it produces much energy, have lots of facilities for that, and takes the opportunity to export abroad a lot (every country in similar conditions does that: the U.S. , Canada, Norway). This is not good or bad feature of the economy, just the fact.  Talk 
We need to revert your additions on oil and gas simply because they are not entirely correct factually, and because all the key information in more generalized and accurate form is already in the lead. But if you have proposals to make some important additions in accurate wording, let's discuss them.  Talk """,0
918,"""

 The Afd section on your user page 

May I suggest that you rephrase this a bit? When I first read the """"Why should this article be here?"""", I assumed you meant Wikipedia. After reading the rest of your page it seems you mean """"Why should this article be on Afd?"""" or something to that effect.

(As a side-comment, and I'm not trying to start a war or anything, I personally like the first interpretation a lot better.)   """,0
